Course_Name;University;Difficulty_Level;Course_Description;Skills;category_id
Predicting House Prices with Regression using TensorFlow;Coursera Project Network;Beginner;In this 2-hour long project-based course, you will learn the basics of using Keras with TensorFlow as its backend and you will learn to use it to solve a basic regression problem. By the end of this project, you will have created, trained, and evaluated a neural network model that, after the training, will be able to predict house prices with a high degree of accuracy.  Notes: - This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.;R Programming  Regression Analysis  Regression  Deep Learning  Python Programming  Machine Learning  Artificial Neural Networks  Keras  Tensorflow  analysis data-science machine-learning;0
Design a Client Welcome Kit using Canva;Coursera Project Network;Beginner;By the end of this project, you will create the main components of a client welcome kit for use in your small business. You will be able to incorporate a color scheme, images, and other design elements for aesthetically pleasing and value-added business marketing collateral. This course will include intermediate to Advanced level skills using the free version of Canva. You will create the following pages: cover, content/index, introduction, service, project process, portfolio, what to expect/conditions, contact, end page with space for a quote. Creating a high-quality welcome kit is the perfect way to communicate your business expectations and show your excitement about working with your new client.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.;brand awareness  style guide  Entrepreneurship  brand  project  marketing collateral  business marketing  Graphic Design  marketing strategy  Strategy business marketing;0
Physics of silicon solar cells;École Polytechnique;Intermediate;The first MOOC ï¿½Photovoltaic solar energyï¿½ is a general presentation of the solar photovoltaics technologies in the global energetic context, without extensive details. In particular the description of the solar cell operation is restricted to the ideal case  In contrast this second MOOC allows a deep understanding of the properties of solar cells based on crystalline semiconductors. It consists in a general presentation of the physics of the photovoltaics devices with a particular emphasize on the silicon technology that currently represents more than 90% share of the market. Photovoltaic applications of III-V semiconductors are also mentioned.  Indeed from a fundamental point of view, a solar cell can be considered as a semiconductor device (a diode) exposed to the sunlight. An introduction to the semiconductor physics is given, followed by the electron transport phenomena in a diode device. A detailed description of the solar cell operation is then provided, including the conversion efficiency limitations. A description of the solar spectrum and the optical properties of the cells are also presented. Finally the crystalline silicon technology is described from the bulk crystalline growth up to the preparation of heterojunctions combining crystalline and amorphous materials.;lambda calculus  Solar Energy  packaging  astronomy  physics  Nanotechnology  java annotation  .properties  silicon  materials physical-science-and-engineering physics-and-astronomy;2
Create a Memory Puzzle Game in Python Using Pygame;Coursera Project Network;Beginner;By the end of this project, you will create a memory puzzle game using python and pygame modules. Python is one of the easiest globally used programming languages, and using the pygame modules with it will give you a chance to easily implement many game applications. Pygame is an open free source that you can download later easily. You will learn about most of the objects and functions in the pygame that will help you to build your own game project. Also you will learn how to insert drawings, images and texts to your game.  Note: This project works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.;mod (video gaming)  project  pygame  Graphic Design  logic  Python Programming  logic gate  Computer Programming  euler's totient function  c dynamic memory allocation computer-science software-development;0
Interactive Machine Learning Dashboards using Plotly Dash;Coursera Project Network;Advanced;In this 2 hour long project-based course, you will learn how to create an HTML outline of a Plotly Dash dashboard. You will design interactive dropdown lists, radio buttons, and most importantly, scatter plots and bar charts that respond to your mouse's hover. You will learn how to visualize dimensionality reduction results intuitively and interactively, and see how these models can be used in Customer Segmentation. Furthermore, we will discuss how to critically evaluate these models, and what to look out for in a well-performing model.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.;radio button  Plotly  lambda calculus  html  Machine Learning  Scatter Plot  mouseover  interactivity  Chart  drop-down list data-science machine-learning;1
Strategically Build and Engage Your Network on LinkedIn;Coursera Project Network;Beginner;In this 1-hour long project-based course, you will learn how to strategically build and engage your network on LinkedIn.  Many people in todayï¿½s society think that they know how to network but do they really?  We will discuss the appropriate manner to use your LinkedIn account to extend your own network.  Personal branding is very important to know about within LinkedIn as well.  We will delve into how to find the connections that you are looking for.  And we will talk about how to maintain your connections.  To be successful in this course you will need to have a free LinkedIn account.  If you need to get a strong start on your account before joining this course check out the ï¿½Create a Profile and Network on LinkedInï¿½ course on Coursera.  Some learning objectives that we will cover include ensuring your LinkedIn page has the basics for intermediate involvement on LinkedIn and as we expand your network strategically while establishing your brand.  We will work on keeping track of over 500 connections while focusing on engagement.  We will learn about creating and posting content as well as creating an article to make your engagement increase.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.;Project Management  project  LinkedIn  tracking  saving  personal branding  brand  personal advertisement  Accounting  business analytics business business-strategy;0
Introduction to Programming and Animation with Alice;Duke University;Advanced;This course is an introductory programming course that combines programming with animation, using the programming environment Alice. You will first learn to tell 3D animated stories by programming Alice?s 3D objects. In particular you will learn how to set up a scene, to tell a story using storyboarding, to move the camera, and how to move and rotate objects. You will learn programming concepts such as writing your own instructions, repetition, making decisions, and grouping similar objects together.  In the second half of the course you will learn how to combine the topics you have learned with event programming to build 3D games you and your friends can play.;storyboarding  euler's totient function  game programming  java desktop system  while loop  exercise  animation software  computer animation  Computer Programming  arrays computer-science software-development;1
Multiple Regression Analysis in Public Health;Johns Hopkins University;Intermediate;Biostatistics is the application of statistical reasoning to the life sciences, and it's the key to unlocking the data gathered by researchers and the evidence presented in the scientific public health literature. In this course, you'll extend simple regression to the prediction of a single outcome of interest on the basis of multiple variables. Along the way, you'll be introduced to a variety of methods, and you'll practice interpreting data and performing calculations on real data from published studies.  Topics include multiple logistic regression, the Spline approach, confidence intervals, p-values, multiple Cox regression, adjustment, and effect modification.;Regression Analysis  Regression  public health  Confounding  interaction (statistics)  Estimation  linear regression  Confidence Interval  odds ratio  Logistic Regression life-sciences health-informatics;2
Plots (Graphics) for Data Science;Coursera Project Network;Beginner;In this two-hour long project-based course, you will learn Data Visualization techniques in Data Science. By the end of this project, you will have created and visualized scatter plots, line plots, bar charts, subplots, box plots, histograms, heat maps, and animations.  This class is for learners who want to use Python for Data Visualization and Plots, and for learners who are currently taking a basic machine learning course or have already finished a machine learning course and are searching for a practical data visualization project course. Also, this project provides learners with basic knowledge about data visualization techniques and improves their skills in creating various types of charts and plots which helps them in fulfilling their career goals by adding this project to their portfolios.;Chart  array data structure  project mine  project  Statistical Analysis  euler's totient function  Machine Learning  General Statistics  Data Science  Python Programming data-science data-analysis;0
Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life;The University of Edinburgh;Beginner;According to legend, inscribed on walls of the temple on the sacred site of Delphi in Ancient Greece were two premier injunctions: NOTHING IN EXCESS, and KNOW THYSELF. This course will be an examination of the latter injunction in an effort to discover what self-knowledge is, why it might be valuable, and what, if any, limitations it might face. What is missing from a person lacking in self-knowledge that makes her less wise, virtuous, or competent in certain areas than others who have this capacity, and what if anything might she do to fill that gap?  Historical sources as well as recent research in philosophy, experimental social psychology, and neuroscience will inform our investigation, in the course of which we will become students of our own dreams, and cultivate some meditative practices.  Learning Outcomes:  Learners will gain familiarity with prominent themes from Western, classical Chinese, and Buddhist approaches to our knowledge of ourselves. In the course of doing so, they will gain an appreciation of the relation of self-knowledge to wisdom, of the value of intellectual humility, as well as of methods of learning about oneself that do not depend on introspection.   Learners will also become familiar with contemporary research in experimental social psychology, philosophy, and neuroscience into the emotions, the unconscious, the role of affect in decision making, and self-deception. They will also gain an appreciation of a challenge to the assumption of a coherent, unified self that derives from the Buddhist tradition.  --- This course was created by a partnership between The University of Edinburgh and Humility & Conviction and Public Life Project, an engaged research project  based at the University of Connecticut and funded by a generous grant from the John Templeton Foundation.;human nature  philosophy of mind  socratic method  meditation  introspection  psychology of self  Social Psychology  philosophy  psychology  empiricism arts-and-humanities philosophy;0
An Introduction to Interactive Programming in Python (Part 2);Rice University;Advanced;This two-part course is designed to help students with very little or no computing background learn the basics of building simple interactive applications. Our language of choice, Python, is an easy-to learn, high-level computer language that is used in many of the computational courses offered on Coursera. To make learning Python easy, we have developed a new browser-based programming environment that makes developing interactive applications in Python simple. These applications will involve windows whose contents are graphical and respond to buttons, the keyboard and the mouse.  In part 2 of this course, we will introduce more elements of programming (such as list, dictionaries, and loops) and then use these elements to create games such as Blackjack.  Part 1 of this class will culminate in building a version of the classic arcade game Asteroids.  Upon completing this course, you will be able to write small, but interesting Python programs.  The next course in the specialization will begin to introduce a more principled approach to writing programs and solving computational problems that will allow you to write larger and more complex programs.;syntax  interactive computing  social media marketing  Computer Programming  interactive programming  interactivity  semantics  python syntax and semantics  Mathematics  Python Programming computer-science software-development;1
Pro Tools Basics;Berklee College of Music;Intermediate;Producing music is an incredibly creative process, and knowing the tools of the trade is essential in order to transmit the musical ideas in your head into the DAW in a creative and uninhibited way.  Whether you have used a computer to create music before, or you have been curious about production for years, this 4-week course will give you an introductory look into the world of Avid Pro Tools and Pro Tools First.;Audio Engineering  human voice  saving  Sound Design  relative change and difference  Video Editing  music  instrumentation (computer programming)  sound  guitar arts-and-humanities music-and-art;2
Biomedical Visualisation;University of Glasgow;Beginner;Visualisation is a rapidly progressive specialty in academia, research and industry, and becoming the future of science. With the advancement of digital technologies and their applications, biomedical visualisation is an evolving and popular field. With new techniques and technologies to image, process and analyse data related to the human body, and its biological processes, it is at the forefront of the digital revolution. Why not view our course trailer video. Copy and paste this link into your browser https://youtu.be/vB_QcIVSiTs  By the end of this course, you will be able to: Define and describe anatomical terminology related to the human body. Describe the various body systems, what comprises them, and how they relate to function. Create your own 3D modelling and animations using industry standard, open-source software (Blender). Analyse various visualisation techniques and methods, and be able to apply them to areas of biomedical science.  This course is the first of its kind on Coursera. It explores the structure and function of the human body including terminology used. It showcases visualisation techniques available using technology to image and display data related to the body and biological processes.. It also provides training in the creation of animations, and examines the applicability of different types of reality.   You will learn from experts in these fields and with the knowledge you will gain from this course, be able to evaluate and apply how best to use visualisation in your own discipline.  No prior experience is necessary but should be able to learn at an intermediate level.;biomedical sciences  mixed reality  augmented reality  anatomy  medical imaging  extended reality  3d modeling  Virtual Reality  ordered pair  digital image processing life-sciences health-informatics;0
3D Graphics in Android: Sensors and VR;Imperial College London;Beginner;This course is an ideal introduction into creating virtual environments in Android.  This course is unique as it covers a range of tools and techniques to create immersive 3D environments, giving you a rounded skill set in this growing field.  By the end of this course, you will really be able to bring your VR ideas to life!    The first part of the course covers animation, lighting and reflection.  We then move onto textures and handling multiple 3D objects.  Finally, we'll look at housing all of this within a binocular view to create a VR experience.   There are practical exercises throughout the course to apply your understanding, and there is a summative project which can form part of your professional portfolio.  This course assumes a knowledge of Android programming and OpenGL. I recommend completing my two Coursera courses on these topics, as these are the perfect primer.;framebuffer  Virtual Reality  Android Development  interactivity  phong shading  Mobile Development  immersion (virtual reality)  recursively enumerable set  phong reflection model  3d computer graphics computer-science mobile-and-web-development;0
Object-Oriented Design;University of Alberta;Advanced;This course takes Java beginners to the next level by covering object-oriented analysis and design. You will discover how to create modular, flexible, and reusable software, by applying object-oriented design principles and guidelines. And, you will be able to communicate these designs in a visual notation known as Unified Modelling Language (UML).  You will be challenged in the Capstone Project to apply your knowledge of object-oriented design by evolving and documenting the Java codebase for an Android application with corresponding UML documentation.  After completing this course, you will be able to:  ï¿½ Apply the Class Responsibility Collaborator (CRC) technique to analyze and design the object-oriented model for a problem.\t ï¿½ Explain and apply object-oriented modeling principles and their purpose (e.g., abstraction, encapsulation, decomposition, generalization). ï¿½ Explain and apply different types of inheritance ï¿½ Explain the difference between association, aggregation, and composition dependencies. ï¿½ Express object-oriented models as Unified Modeling Language (UML) class diagrams. ï¿½ Translate between UML class diagrams and equivalent Java code. ï¿½ Apply design guidelines for modularity, separation of concerns, information hiding, and conceptual integrity to create a flexible, reusable, maintainable design. ï¿½ Explain the tradeoff between cohesion and coupling.;object-oriented programming  software design  java (software platform)  architecture  software  uml tools  language  Computer Programming  modeling  analysis computer-science software-development;1
Becoming a changemaker: Introduction to Social Innovation;University of Cape Town;Intermediate;This free 6 week course is for anyone who wants to make a difference. Whether you are already familiar with the field of social innovation or social entrepreneurship, working for an organization that wants to increase its social impact, or just starting out, this course will take you on a journey of exploring the complex problems that surround us and how to start thinking about solutions.    We will debunk common assumptions around what resources are needed to begin acting as a social innovator. We will learn from the numerous examples of social innovations happening all over the world. You will be challenged to get out of your comfort zone and start engaging with the diverse spaces around you. By the end of the course, you will have formed your own approach to social innovation, and you will have begun to develop the concepts, mindset, skills, and relationships that will enable you to start and evolve as a changemaker.  You will be able to purchase a Verified Certificate if you wish to show evidence of your achievements, but this is optional, and you may apply for Financial Aid if you are unable to pay the certificate fee.  The Bertha Centre for Social Innovation and Entrepreneurship co-created this course with RLabs, a social movement ï¿½born-and-bredï¿½ in Bridgetown, Cape Town that is now active in 22 countries. The movement empowers youth through innovative and disruptive technology by teaching them vital skills and providing much needed support and a sense of community.  Advocating and supporting initiatives such as RLabs forms part of the Bertha Centreï¿½s mandate. The Centre is a specialised unit at University of Cape Townï¿½s Graduate School of Business, and is the first academic centre in Africa dedicated to advancing social innovation and entrepreneurship.  You can view the course trailer at www.youtube.com/watch?v=TcWYG64WO20 Tweet about this course using the hashtag , socinnMOOC;resource management  Entrepreneurship  design thinking  Innovation  thought  social work  social entrepreneurship  Leadership and Management  systems thinking  resource business entrepreneurship;2
Basic System Programming on IBM Z;IBM;Advanced;The foundational knowledge for the position of an IBM z/OS System Programmer and System Administrator begins with this third and final course in the three course professional certificate track. This course provides hands-on labs to everyday z/OS tasks with JCL, JES, ISHELL and HFS, and z/OSMF. Topics covered include VSAM, z/OS System Libraries, the Language Environment, Generation Data Groups, RAIM, DB2, UNIX System Services, and USS File System.  On successful completion of this course, the learners are eligible to claim the Basic System Programming on IBM Z badge. More information can be found here :  https://www.youracclaim.com/org/ibm/badge/basic-system-programming-on-ibm-z;file system  System Programming  Computer Programming  generation  Mainframe  language  shell (computing)  ibm cobol  application layer  application service provider information-technology support-and-operations;1
Internet of Things: Setting Up Your DragonBoardï¿½ Development Platform;University of California San Diego;Advanced;Do you want to develop skills to prototype mobile-enabled products using state-of-the-art technologies? In this course you will build a hardware and software development environment to guide your journey through the Internet of Things specialization courses. We will use the DragonBoardï¿½ 410c single board computer (SBC).   This is the first in a series of courses where you will learn both the theory and get the hands-on development practice needed to prototype Internet of Things products.  This course is suitable for a broad range of learners.    This course is for you if: ï¿½  You want to develop hands-on experience with mobile technologies and the Internet ï¿½  You want to pivot your career towards the design and development of Internet of Things enabled products ï¿½  You are an entrepreneur, innovator or member of a DIY community   Learning Goals:  After completing this course, you will be able to: 1.  Configure at least one integrated development environment (IDE) for developing software. 2.  Make use of git, adb and fastboot to flash multiple OS and repair bricked boards. 3.  Install Android 5.1 (Lollipop) and Linux based on Ubuntu. 4.  Create, compile and run a Hello World program. 5.  Describe the DragonBoardï¿½ 410c peripherals, I/O expansion capabilities, Compute (CPU and Graphics) capabilities, and Connectivity capabilities.;c dynamic memory allocation  java annotation  2.5d  web  web server  internet of things  internet  porting  interfaces  interactivity physical-science-and-engineering electrical-engineering;1
App Design and Development for iOS;University of Toronto;Advanced;In App Design and Development for iOS, the third course of the iOS App Development with Swift specialization, you will be developing foundational programming skills to support graphical element presentation and data manipulation from basic functions through to Advanced processing. You will continue to build your skill set to use and apply core graphics, touch handling and gestures, animations and transitions, alerts and actions as well as Advanced algorithms, threading and more. By the end of this course you will be able to develop a more Advanced, fully functioning app.  Currently this course is taught using Swift 2. The team is aware of the release of Swift 3 and will be making edits to the course in time. Please be aware that at this time the instruction is entirely with Swift 2.;interactivity  iOS Development  persistent data structure  Algorithms  Human Computer Interaction  Swift Programming  navigation controls  game design  Application Design  Mobile Development computer-science mobile-and-web-development;1
Foundations of Teaching for Learning: Developing Relationships;Commonwealth Education Trust;Intermediate;The Foundations of Teaching for Learning programme is for anyone who is teaching, or who would like to teach, in any subject and any context - be it at school, at home or in the workplace. With dynamic lessons taught by established and respected professionals from across the Commonwealth, this eight course programme will see you develop and strengthen your skills in teaching, professionalism, assessment, and more. As you carry on through the programme, you will find yourself strengthening not only your skills, but your connection with colleagues across the globe. A professional development opportunity not to be missed.   Positive relationships with students supports children's learning. Positive relationships with colleagues and school leaders helps school improvement.  This course helps teachers develop strong relationships with families and colleagues.  Enhance your course by joining the Commonwealth teaching community on our website, Facebook and Twitter.;semigroup action  parent  child care  Strategy  parenting  leadership  teaching  motivation  school counseling  education social-sciences education;2
Business English: Meetings;University of Washington;Advanced;This course will teach you vocabulary and skills related to participating in meetings. You will learn terms and phrases used both in email and in speaking to arrange, participate in, and conclude meetings. The goals of this course are to enable you to participate effectively in on-site meetings and teleconferences and to prepare you to write a proposal as an outcome of a meeting.  Course Learning Objectives  ï¿½\tArrange a meeting though email and by telephone  ï¿½\tList expectations and protocols related to on-site meetings and teleconferences ï¿½\tState phone numbers, dates, currencies and sales figures accurately  ï¿½\tWrite a proposal with appropriate organization and vocabulary;Writing  Business Communication  english grammar  language  email writing  english language  Business Writing  presentation  Communication  Negotiation language-learning learning-english;1
Negotiating Learner Differences: Towards Productive Diversity in Learning;University of Illinois at Urbana-Champaign;Advanced;An investigation of the dimensions of learner diversity: material (class, locale), corporeal (age, race, sex and sexuality, and physical and mental characteristics) and symbolic (culture, language, gender, family, affinity and persona). Examines social-cultural theories of difference, as well as considering alternative responses to these differences in educational settings - ranging from broad, institutional responses to specific pedagogical responses within classes of students. The course also focuses on the application of learning technologies and new media to meet the needs of diverse populations of learners. Its main practical question is, how do we use educational technologies to create learning environments in which learning experiences can be customized and calibrated to meet the precise needs of particular learners? Topics include: universal design for learning, differentiated instruction systems, and adaptive and personalized learning environments.  -------------------------------- Related Resources --------------------------------  This course is based on the following book:  https://www.amazon.com/New-Learning-Mary-Kalantzis-ebook/dp/B0096R1FUM  Additional online resources are available here:  https://newlearningonline.com/new-learning  -------------------------------- Take this Course for Credit at the University of Illinois --------------------------------  This course has the same content and anticipates the same level of contribution by students in the e-Learning Ecologies course offered to graduate certificate, masters, and doctoral level students in the Learning Design and Leadership Program in the College of Education at the University of Illinois.  Of course, in the nature of MOOCs many people will just want to view the videos and casually join some of the discussions. Some people say that these limited kinds of participation offer evidence that MOOCs suffer from low retention rates. Far from it ï¿½ we say that any level of engagement is good engagement.  On the other hand, if you would like to take this course for credit at the University of Illinois, you will find more information about our program here:  https://newlearningonline.com/kalantzis-and-cope/learning-design-and-leadership-program  And you can apply here:  https://education.illinois.edu/epol/programs-degrees/ldl  -------------------------------- The Learning Design and Leadership Series of MOOCs --------------------------------  This course is one of a series of eight MOOCs created by Bill Cope and Mary Kalantzis for the Learning Design and Leadership program at the University of Illinois. If you find this MOOC helpful, please join us in others!  e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age https://www.coursera.org/learn/elearning  New Learning: Principles and Patterns of Pedagogy https://www.coursera.org/learn/newlearning  Assessment for Learning https://www.coursera.org/learn/assessmentforlearning  Learning, Knowledge, and Human Development  https://www.coursera.org/learn/learning-knowledge-human-development  Ubiquitous Learning and Instructional Technologies https://www.coursera.org/learn/ubiquitouslearning  Negotiating Learner Differences: Towards Productive Diversity in Learning https://www.coursera.org/learn/learnerdifferences  Literacy Teaching and Learning: Aims, Approaches and Pedagogies https://www.coursera.org/learn/literacy-teaching-learning  Multimodal Literacies: Communication and Learning in the Era of Digital Media https://www.coursera.org/learn/multimodal-literacies;differentiated instruction  fundraising  Negotiation  instructional design  education  history  teaching  resource  augmented assignment  sex social-sciences education;1
Introduction to Reinforcement Learning in Python;Coursera Project Network;Beginner;In this project-based course, we will explore Reinforcement Learning in Python. Reinforcement Learning, or RL for short, is different from supervised learning methods in that, rather than being given correct examples by humans, the AI finds the correct answers for itself through a predefined framework of reward signals.  In this course, we will discuss theories and concepts that are integral to RL, such as the Multi-Arm Bandit problem and its implications, and how  Markov Decision processes can be leveraged to find solutions. Then we will implement code examples in Python of basic Temporal Difference algorithms and Monte Carlo techniques. Finally, we implement an example of Q-learning in Python.  I would encourage learners to experiment with the tools and methods discussed in this course. The learner is highly encouraged to experiment beyond the scope of the course.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.;Computer Programming  project  Experiment  Reinforcement Learning  reinforcement  Python Programming  Algorithms  Integral  supervision  Machine Learning data-science machine-learning;0
SEL for Students: A Path to Social Emotional Well-Being;University of Colorado Boulder;Intermediate;Social and emotional learning, or SEL, programs have flourished in schools during the last decade. In this course the instructor (Emily Price) introduces you to the history and framings of social and emotional learning preK-12 curricula, as well as various elementary, middle, and high school SEL programs and associated research.  This course is a part of the 5-course Specialization ï¿½The Teacher and Social Emotional Learning (SEL)ï¿½. Interested in earning 3 university credits from the University of Colorado-Boulder for this specialization? If so check out How you can earn 3 university credits from the University of Colorado-Boulder for this specialization reading in the first module of this course for additional information.  We want to note that the courses in this Specialization were designed with a three-credit university course load in mind. As a participant you may notice a bit more reading content and a little less video/lecture content. Completing and passing the SEL Specialization allows the participant to apply for 3 graduate credits toward teacher re-certification and professional enhancement. We want to ensure the quality and high standards of a University of Colorado learning experience.  Interested in earning 3 graduate credits from the University of Colorado-Boulder for The Teacher and Social Emotional Learning (SEL) Specialization?  Check out How you can earn 3 university credits from the University of Colorado-Boulder for this specialization reading in the first week of this course for more information.;evaluation  emotional well-being  early childhood  Emotional Intelligence  process  child  path (variable)  principle  emotion  teaching social-sciences education;2
Molecular Evolution (Bioinformatics IV);University of California San Diego;Advanced;In the previous course in the Specialization, we learned how to compare genes, proteins, and genomes.  One way we can use these methods is in order to construct a Tree of Life showing how a large collection of related organisms have evolved over time.  In the first half of the course, we will discuss approaches for evolutionary tree construction that have been the subject of some of the most cited scientific papers of all time, and show how they can resolve quandaries from finding the origin of a deadly virus to locating the birthplace of modern humans.  In the second half of the course, we will shift gears and examine the old claim that birds evolved from dinosaurs.  How can we prove this?  In particular, we will examine a result that claimed that peptides harvested from a T. rex fossil closely matched peptides found in chickens. In particular, we will use methods from computational proteomics to ask how we could assess whether this result is valid or due to some form of contamination.  Finally, you will learn how to apply popular bioinformatics software tools to reconstruct an evolutionary tree of ebolaviruses and identify the source of the recent Ebola epidemic that caused global headlines.;Bioinformatics  phylogenetic tree  introduction to evolution  Molecular Evolution  hindley milner type system  evolution  computational biology  phylogenetics  genomics  biotechnology life-sciences health-informatics;1
The Data Science of Health Informatics;Johns Hopkins University;Beginner;Health data are notable for how many types there are, how complex they are, and how serious it is to get them straight. These data are used for treatment of the patient from whom they derive, but also for other uses. Examples of such secondary use of health data include population health (e.g., who requires more attention), research (e.g., which drug is more effective in practice), quality (e.g., is the institution meeting benchmarks), and translational research (e.g., are new technologies being applied appropriately). By the end of this course, students will recognize the different types of health and healthcare data, will articulate a coherent and complete question, will interpret queries designed for secondary use of EHR data, and will interpret the results of those queries.;health data  vital signs  Databases  data type  informatics  data quality  Data Management  analytics  Big Data  medication life-sciences health-informatics;0
Ethical Social Media;The University of Sydney;Advanced;Social media connects us across space and time, allowing us to find like-minded communities and participate creatively in public life as never before.  We may often use social media without thinking much about the possible consequences.   But there is a shadow side associated with social media use, which takes the form of hate speech, increased surveillance, lack of anonymity and questionable use of our data. What do we need to know to use social media spaces effectively, in a way that is safe and productive for all?  This course will guide you into a deeper exploration of online identity, social media communities and their users.  You will examine the ways that social media is being used by public institutions such as government to build participation and conversation with audiences.  You will encounter the most common ethical debates in social media.    You will also have the opportunity to build your practical skills by developing your professional social media profile, defining your audience, building your social media influence and understanding how to interpret data analytics to listen and communicate well.;online community  community management  ordered pair  media campaigns  Social Media  Communication  analytics  social media analytics  media technology  social media campaigns social-sciences governance-and-society;1
Creating Database Tables with SQL;Coursera Project Network;Beginner;In this course you will experience the process of defining, creating, and managing relational database tables using the SQL language. Tables are used as the containers for the data in a database. As such, the structure, or makeup, of each table in a relational database is critical, since it must be designed and created specifically to meet the needs of the data it will contain. The tableï¿½s structure indicates which pieces of data are stored in a table, as well as the type and size of each piece of data.   Throughout the course, youï¿½ll be exposed to guidelines and rules that database designers use to make sure that the tables will keep the data as safe and accurate as possible. Youï¿½ll learn to use SQL code to incorporate the constraints that help the database management enforce those rules. As you work through and complete hands-on tasks, youï¿½ll become familiar with SQLiteStudio, the database management system used in the course.  Tables that are well-designed and created correctly improve data integrity--and make data retrieval easier!  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.;SQL  HTML5  mysql  database management systems  Database Design  relational database  table (database)  Accuracy And Precision  Databases  data retrieval information-technology data-management;0
Mastering SQL Joins;Coursera Project Network;Advanced;In this 2-hour long project-based course, you will understand how to use SQL joins like INNER JOIN, LEFT JOIN, and RIGHT JOIN to get a desired result set. In addition, you will learn how to use SQL Joins with the WHERE clause and with aggregate functions. By extension, you will learn how to join more than two tables in the database.  Note: You do not need to be a data administrator or data analyst expert to be successful in this guided project, just you have to be familiar with querying databases using SQL SELECT statement to get the most of this project. If you are not familiar with SQL and want to learn the basics, start with my previous guided projects titled ï¿½Performing Data definition and Manipulation in SQL, ï¿½Querying Databases using SQL SELECT statementï¿½ and ï¿½Performing Data Aggregation using SQL Aggregate Functionsï¿½;aggregate function  project  employment  sorting  more than two  modulo operation  Data Analysis  euler's totient function  project mine  ascendency data-science data-analysis;1
Black-box and White-box Testing;University of Minnesota;Advanced;After completing this course, learners will have an understanding of a variety of black-box and white-box testing techniques. The learner will have put this understanding into practice, creating effective sets of test cases (called a test suite) to properly exercise software for defect finding. The learner will have examined requirements for testability, created an oracle for automated testing, assessed fault-finding effectiveness of test suites, and generated inputs using a variety of techniques.  After completing this course, you will be able to: - evaluate testability of requirements - define testable units within a program specification - apply black-box test input selection methods - specifically boundary-value analysis, fuzzing, and random selection - and select the method most-suited to achieve the given testing objective - assess the fault-finding effectiveness of a functional test suite using mutation testing - use category partitioning to develop automated functional tests (with Cucumber) based on a given software specification - create an expected-value oracle from a program description to use within the generated tests  In order to do well in this course, you should have experience with an OOP language (like Java), have an IDE installed (e.g., Eclipse), and be familiar with testing terminology (see Intro to Software Testing course within this specialization). we also expect a familiarity with the Software Development Lifecycle and the context in which the testing stage sits.  This course is primarily aimed at those learners interested in any of the following roles: Software Engineer, Software Engineer in Test, Test Automation Engineer, DevOps Engineer, Software Developer, Programmer, Computer Enthusiast.;code coverage  regular expression  test suite  Software Testing  structured programming  black-box testing  mutation testing  test case  test automation  white-box testing computer-science software-development;1
Hands-on Text Mining and Analytics;Yonsei University;Advanced;This course provides an unique opportunity for you to learn key components of text mining and analytics aided by the real world datasets and the text mining toolkit written in Java. Hands-on experience in core text mining techniques including text preprocessing, sentiment analysis, and topic modeling help learners be trained to be a competent data scientists.   Empowered by bringing lecture notes together with lab sessions based on the y-TextMiner toolkit developed for the class, learners will be able to develop interesting text mining applications.;sentiment analysis  preprocessor  codebase  Document Classification  Topic Model  Algorithms  text mining  analytics  parsing  Part-Of-Speech Tagging data-science data-analysis;1
Foundations of Public Health Practice: Health Protection;Imperial College London;Intermediate;The Health Protection course is the fourth instalment of the wider Foundations of Public Health Practice specialisation from Imperial College London's Global Master of Public Health (MPH). The scope and content of this course has been developed from the ground up by a combined team of academics and practitioners drawing on decades of real-world public health experience as well as deep academic knowledge. Through short video lectures, practitioner interviews and a wide range of interactive activities, learners will be immersed in the world of public health practice.  Designed for those new to the discipline, over three modules (intended for three weeks of learning), learners will become familiar with the scope, principles and nuances of health protection in the context of public health practice. Beginning with the basics of Water, Sanitation and Health (WASH) based interventions, the course will introduce learners to the science and principles of practical microbiology, before examining vaccines, incident management and the threat posed by a wide range of manmade and natural environmental threats. By the end of this course, learners will be familiar and conversant with core health protection principles and approaches, and confident in discussing health protection issues when they move into practice.;Computer Security Incident Management  emergency management  public health  non-communicable disease  disease  infectious diseases  Disease Control  microbiology  vaccines  vaccination life-sciences public-health;2
