Difficulty_Level;Skills;University;category_id
Intermediate;record computer science  language  structured text  go programming language  c++  garbage collection computer science  numbers spreadsheet  go programming language  computer programming  subroutine computerscience softwaredevelopment;"""University of California, Irvine""";2
Advanced;twoway analysis of variance  general statistics  proc  predictive modelling  transaction log  influential observation  regression  students ttest  odds ratio  pvalue datascience dataanalysis;SAS;1
Beginner;human learning  modeling  algorithms  cluster analysis  mixture model  machine learning  latent dirichlet allocation  data clustering algorithms  kmeans clustering  kd tree datascience dataanalysis;University of Washington;0
Beginner;display devices  html  web  web page  css  javascript  project  properties  web development  hashing computerscience mobileandwebdevelopment;Coursera Project Network;0
Beginner;project  thought  life coaching  differential forms  differentiated instruction  analysis  collaboration  project management  gratitude  student engagement socialsciences education;Coursera Project Network;0
Advanced;teaching  computer programming  modulo operation  method computer programming  code segment  compiler  debugging  ordered pair  brainstorming  array data structure socialsciences education;University of California San Diego;1
Beginner;mathematical optimization  project mine  english language  high fidelity  php  ecommerce  data analysis  data science  user experience  extract computerscience designandproduct;Coursera Project Network;0
Beginner;customer support  analysis  microsoft excel  microsoft access  finance  data analysis  microsoft visio  critical thinking  utility  leadership and management business leadershipandmanagement;Coursera Project Network;0
Beginner;ï½ you will learn the operational functions of internet technologies which include ipv4 ipv6 tcp udp addressing routing domain names etc and your pclaptops security and gateway internet setup and basic principles in addition through a simple wireshark experiment you will see the tcpip packets and security systems in action that are serving your pclaptop that serves you;Yonsei University;0
Beginner;google cloud platform  human learning  cloud storage  cloud platforms  applied machine learning  bigquery  cloud computing  machine learning  application programming interfaces  cloud api datascience machinelearning;Google Cloud;0
Advanced;mergers  acquisitions  asset  modern portfolio theory  trade finance  islamic banking and finance  credit risk  structured finance  finance  bond market  leveraged buyout business finance;EDHEC Business School;1
Beginner;probability  topic model  natural language processing  modeling  analysis  document classification  mixture model  text mining  analytics  sentiment analysis datascience dataanalysis;University of Illinois at Urbana-Champaign;0
Advanced;house plan  wall  building information modeling  autocad  computeraided design  3d modeling  autodesk 3ds max  beam robotics  civil engineering  sketchup physicalscienceandengineering mechanicalengineering;National Taiwan University;1
Intermediate;set theory  economics  hypothesis theory  law  economy  mathematical economics  calculus  logic  probability  interpretation logic mathandlogic mathandlogic;University of Amsterdam;2
Advanced;unix  unix shells  linux file systems  logical volume management  file system  booting  awk  bash unix shell  leadership and management  commandline interface computerscience softwaredevelopment;The Linux Foundation;1
Advanced;six sigma green belt  process control  process  green belt  statistical analysis  six sigma  analysis  general statistics  trigonometric integral  probability business leadershipandmanagement;University System of Georgia;1
Intermediate;safety  performance  patient safety  measurement  health system  data analysis  measure b  evaluation  categorization  performance measurement lifesciences healthcaremanagement;Johns Hopkins University;2
Beginner;machine learning  project  finance  trading  market depth  variance  capital market  measurement  deep learning  stock business finance;Coursera Project Network;0
Advanced;syntax  interactive computing  social media marketing  computer programming  interactive programming  interactivity  semantics  python syntax and semantics  mathematics  python programming computerscience softwaredevelopment;Rice University;1
Advanced;game design document  writing  documents  creative writing  game design  storytelling  software design description  interactivity  video game development  interactive storytelling artsandhumanities musicandart;California Institute of the Arts;1
Advanced;usability testing  user interface design  usability goals  usability  cognitive walkthrough  usability lab  user interface  evaluation  user experience  heuristic evaluation computerscience designandproduct;University of Minnesota;1
Beginner;acne  sebaceous gland  skin care  infection  gland  disease  cutaneous larva migrans  dermatology  pregnancy  glands lifesciences publichealth;Novosibirsk State University;0
Beginner;estimation  image processing  average  natural language processing  deep learning  python programming  medical imaging  average treatment effect  computer vision  machine learning datascience machinelearning;DeepLearning.AI;0
Beginner;java annotation  web page  document object model  html  interactivity  user story  entrepreneurship  web application  interfaces  web business entrepreneurship;University of Virginia;0
Intermediate;data structures  search tree  binary tree  heap data structure  avl tree  stack abstract data type  linked list  binary search algorithm  data type  binary search tree computerscience softwaredevelopment;University of Illinois at Urbana-Champaign;2
Beginner;law  causality  ideas  history  atwill employment  writing  constitution  american law  interpretive discussion  interpretation socialsciences law;Yale University;0
Intermediate;quantitative research  internality  critical thinking  ethics  research methods  analysis  experiment  research design  threat  scientific analysis physicalscienceandengineering researchmethods;University of Amsterdam;2
Intermediate;accounts payable  finance  accounting  debits and credits  stock  equity finance  accounts receivable  retained earnings  financial accounting  financial statement business businessessentials;University of Illinois at Urbana-Champaign;2
Beginner;culture  problem solving  global  ethics  philosophy  systems thinking  evaluation  lent  thought  history business leadershipandmanagement;Macquarie University;0
Beginner;ketogenic diet  sleep system call  intermittent fasting  neuroscience  nutrition  exercise  sleep  mental health  meditation  mindfulness lifesciences basicscience;Emory University;0
Beginner;opinion  target audience  leadership and management  usability  accounting  pulse  employment  shareholders  personal advertisement  human resources business leadershipandmanagement;Coursera Project Network;0
Beginner;patient  medicine  antimicrobial  herbdrug interactions  adaptogen  symptoms  canning  carminative  herbal  decoction lifesciences patientcare;University of Minnesota;0
Advanced;chemical engineering  flow network  food processing  simulation  modeling  fluid mechanics  mechanical engineering  civil engineering  computational fluid dynamics  physics physicalscienceandengineering mechanicalengineering;École Polytechnique;1
Advanced;boosting machine learning  electronic circuits  electronic design  simulation  electronics  analysis  modeling  design analysis  power electronics  power electronics design physicalscienceandengineering electricalengineering;University of Colorado Boulder;1
Advanced;configuration management  separation of duties  key cryptography  security operations  security awareness  software engineering  owasp  management process  security  release management informationtechnology security;(ISC);1
Beginner;social norms approach  arbitration  grasp  sports law  sports  psychologies  nutrition  cheating  cycling  analysis socialsciences governanceandsociety;University of Lausanne;0
Beginner;writing  blockchain  machine learning  python programming  predictive modelling  data analysis  microsoft azure  experiment  running  modeling datascience machinelearning;Coursera Project Network;0
Beginner;electric power transmission  studentized residual  supply chain  smart grid  renewable energy  sustainability  electrical engineering  energy  generation  electrical power generation physicalscienceandengineering electricalengineering;The State University of New York;0
Advanced;leadership  innovation  planning  change management  empowerment  business case  modeling  personal advertisement  mapping  project business businessstrategy;Coursera Project Network;1
Beginner;application programming interfaces  writing  user computing  regular expression  video game development  python programming  software testing  logic gate  data type  unit testing computerscience softwaredevelopment;Coursera Project Network;0
Advanced;social accounting  strategy  leadership and management  sustainability accounting  sustainability  technical support  green design  evaluation  stakeholder analysis  leadership business leadershipandmanagement;University of Colorado System;1
Beginner;ï½  aka industry 40 and features a culminating project involving creation of a roadmap to achieve a selfestablished dmdrelated professional goal  to learn more about the digital manufacturing and design technology specialization please watch the overview video by copying and pasting the following link into your web browser httpsyoutubewetk1o9cca;The State University of New York;0
Intermediate;mathematical finance  corporate bond  leadership and management  financial analysis  finance  bit  report analysis  investment  trading  investment banking business finance;The University of Melbourne;2
Beginner;information privacy  data governance  law  personally identifiable information  personal advertisement  data protection  vertrue  privacy  internet of things  data security informationtechnology security;Northeastern University;0
Beginner;probability  sampling statistics  predictive modelling  sampling techniques  statistical classification  oversampling  project  machine learning  evaluation  modeling datascience machinelearning;Coursera Project Network;0
Beginner;ordered pair  data structures  peertopeer  chaining  blockchain  data sharing  c process control  multiple histories  authentication  smart contract computerscience algorithms;"""University of California, Irvine""";0
Beginner;web  web development  ajax programming  html  html5  bootstrap frontend framework  html and css  css  computer programming  javascript computerscience mobileandwebdevelopment;Johns Hopkins University;0
Beginner;image processing  openbsd  optical character recognition  digital image processing  python programming  tensorflow  region of interest  object detection  opencv  machine learning datascience machinelearning;Coursera Project Network;0
Beginner;logistic regression  algorithms  human learning  data clustering algorithms  machine learning  statistical classification  classification algorithms  regression  computer programming  python programming datascience machinelearning;IBM;0
Beginner;entry point  adaptation  cost  strategy  sign  art  target audience  user fee  digital media  digital signature artsandhumanities musicandart;Universitat Autònoma de Barcelona;0
Beginner;multilevel model  linearity  modeling  regression  statistical models  computer programming  bayesian  bayesian statistics  general statistics  python programming datascience probabilityandstatistics;University of Michigan;0
Intermediate;foreign policy  russian  note taking  market price  art history  latex  essay writing  arts and humanities  history  war artsandhumanities history;"""University of California, Santa Cruz""";2
Beginner;child development  education  teaching  peer support  special education  experience  learning styles  psychosocial  assistive technology  child socialsciences education;University of Cape Town;0
Intermediate;government debt  consumer debt  corporate bond  stock  debt  financial literacy  household debt  leverage finance  personal finance  finance business finance;McMaster University;2
Intermediate;wind energy  economics  energy engineering  farm  materials  turbine us government project  wind farm design  energy  wind energy engineering  wind power physicalscienceandengineering mechanicalengineering;Technical University of Denmark (DTU);2
Beginner;java software platform  project  web  radio button  qa  ux manager  selenium software  test automation  selenium  software testing  bash unix shell computerscience softwaredevelopment;Coursera Project Network;0
Intermediate;artery  neurology  reflexes  somatics  cortex  arteries  anatomy  central nervous system  neuroscience  neuron software lifesciences basicscience;University of Michigan;2
Intermediate;piano  creativity  principle  jazz  poetry writing  bible  suicide intervention  chord  music  harmony artsandhumanities musicandart;The Hong Kong University of Science and Technology;2
Advanced;cost  planning  pricing  breakeven  consumer behaviour  organizational structure  business plan  market economics  breakeven economics  market segmentation business businessessentials;University of London;1
Beginner;simulation  pandemics  experiment  pandemic  machine learning  eulers totient function  differential equations  modeling  experience  python programming datascience machinelearning;Coursera Project Network;0
Intermediate;number theory  mathematical induction  puzzle  elementary mathematics  square algebra  mathematics  dissection  approximation  closedform expression  numbers spreadsheet mathandlogic mathandlogic;The Hong Kong University of Science and Technology;2
Beginner;617 times a day dscout report based on 2017 and people spend over 4 hours a day on their mobile phones hackernoon report on average smartphones and smart watches are very useful and will become even more useful due to their smaller sizes lighter weights versatile functionalities advanced mobile communications  wireless networking eg wifi  bluetooth technologies in this course the startoftheart smartphone and smart watch technology and components in addition to the global market trends and future forecasts are introduced since everybody uses smartphones and smart watches knowing the details about the most globally used electronic device will definitely help you in all aspects of new product and app design  development as well as business planning in addition the core technology and components of the worldï½s most popular smartphones ie the samsung galaxy note8 and apple iphone x and smart watches ie samsung gear s3 and the apple watch series 3 are introduced along with details of the ios and android smartphone oss operating systems and mobile communications 1g to 5g for details on wifi and bluetooth please take my course ï½iot wireless  cloud emerging technologyï½ this course ends with projects that teach how to analyze the components of smartphones and check the mobile network consequently this course will prepare you to be more successful in businesses strategic planning in the upcoming smart device era i cordially welcome you in to the amazing internal dynamics of the smart device world;Yonsei University;0
Beginner;pricing strategies  supply chain  pricing  market research  reputation  food quality  chaining  value chain  sustainability  market economics socialsciences economics;Technische Universität München (TUM);0
Beginner;human learning  teaching  time management  project  gratitude  education  gift  peer review  educational practices  teaching method socialsciences education;"""University of California, Irvine""";0
Beginner;foreign policy  education  international relations  curiosity  power international relations  ages of man  history  linguistics  art history  credibility artsandhumanities history;University of Virginia;0
Beginner;python programming  tensorflow  probability density function  front and back ends  machine learning  keras  generative model  deep learning  modeling  artificial neural networks datascience machinelearning;Coursera Project Network;0
Beginner;evaluation  information source  sources  writing  brainstorming  critical thinking  organizing management  web content  communication  digital identity socialsciences education;The University of Sydney;0
Intermediate;project  finance  average  analysis  flow network  present value  taxes  trading  cash flow  financial modeling business finance;University of Michigan;2
Beginner;bayesian inference  general statistics  bayes theorem  analysis  probability  bayesian  prior probability  inference  conjugate prior  bayesian statistics datascience probabilityandstatistics;"""University of California, Santa Cruz""";0
Advanced;project risk management  project management  analysis  planning  project  risk  quality control  procurement  leadership and management  risk management business leadershipandmanagement;Rice University;1
Advanced;predictive modelling  models of computation  natural language processing  recurrent neural network  network model  time series  representational state transfer  deep learning  object detection  application programming interfaces datascience dataanalysis;SAS;1
Advanced;data centers  internet  interact  education  algorithms  lesson plan  teaching  enable  push technology  shortest path problem socialsciences education;University of California San Diego;1
Beginner;epidemiology  relative change and difference  decomposition  problem solving  evaluation  problem statement  computational thinking  human trafficking  algorithms  hindley milner type system computerscience algorithms;University of Michigan;0
Intermediate;criminal investigation  law  biotechnology  genomics  informed consent  crime  intellectual  intellectual property  genetics  dnas socialsciences law;University of Illinois at Urbana-Champaign;2
Beginner;spreadsheet  spreadsheet software  linearity  missing data  forecasting  imputation statistics  project  moving average  demand  evaluation datascience machinelearning;Coursera Project Network;0
Beginner;writing  primary research  research methods  market economics  secondary research  market research  market analysis  marketing  marketing research  securities research business marketing;"""University of California, Davis""";0
Intermediate;ï½ japanese painters poets novelists and photographers of the nineteenth century collaborated in ways seldom explored by their european contemporaries this course offers learners the chance to encounter and appreciate behavior moral standards and some of the material conditions surrounding japanese artists in the nineteenth century in order to renew our assumptions about what artistic ï½realismï½ is and what it meant  learners will walk away with a clear understanding of how society and the individual were conceived of and represented in early modern japan unlike contemporary western art forms which acknowledge their common debt as ï½sister artsï½ but remain divided by genre and discourse japanese visual and literary culture tended to combine producing literary texts inspired by visual images and visual images which would then be inscribed with poems and prose noticing and being able to interpret this indivisibility of visualliterary cultures is essential in understanding the social and psychological values embedded within the beauty of japanese art;The University of Tokyo;2
Advanced;event computing  testing anywhere  automation anywhere  eulers totient function  ordered pair  process  web page  web  list of dns record types  project computerscience softwaredevelopment;Automation Anywhere;1
Beginner;documents  rowing  continuous function  mongodb  mapreduce  smoothing  nosql  operations management  databases  relational database informationtechnology datamanagement;Coursera Project Network;0
Beginner;factorization  homogeneous linear equation  linear independence  mathematical model  ordinary differential equation  system of linear equations  differential equations  spring  problem solving  linear equation mathandlogic mathandlogic;Korea Advanced Institute of Science and Technology(KAIST);0
Intermediate;path variable  graphs  graph theory  dijkstras algorithm  graph traversal  shortest path problem  bellman ford algorithm  tree traversal  graph algorithms  algorithms computerscience algorithms;University of California San Diego;2
Advanced;connectionism  prince2  word2vec  bioperl  algorithms  machine learning  pdca  multiliteracy  opms  scratch programming language computerscience softwaredevelopment;The Hong Kong University of Science and Technology;1
Intermediate;customer analytics  product forecasting  choice modelling  market analysis  market value  consumer behaviour  marketing  marketing mix modeling  market economics  forecasting business marketing;Emory University;2
Advanced;information retrieval  select sql  mysql  ascendency  databases  sql  modulo operation  ternary conditional operator  join sql  null coalescing operator datascience dataanalysis;Coursera Project Network;1
Advanced;display devices  optics algorithm  highresolution scheme  materials  computer monitor  homework  oled  electronics  electrical engineering  liquid crystal displays physicalscienceandengineering electricalengineering;University of Colorado Boulder;1
Beginner;eulers totient function  data item  data science  hive  python programming  data structures  algorithms  continuous function  computer programming  computer science computerscience softwaredevelopment;Coursera Project Network;0
Intermediate;art history  crime  semantics  law  elections  economics  criminal justice  prisons  constitution  prison artsandhumanities philosophy;Rutgers the State University of New Jersey;2
Intermediate;principle  art history  philosophy  history  doctrine  religion  chinese language  immortality  culture  mythology artsandhumanities history;National Research University Higher School of Economics;2
Advanced;file system  system programming  computer programming  generation  mainframe  language  shell computing  ibm cobol  application layer  application service provider informationtechnology supportandoperations;IBM;1
Beginner;ideas  web page  computer graphics  html  web development  text editors  surround sound  display devices  project mine  web computerscience mobileandwebdevelopment;Coursera Project Network;0
Beginner;modeling  deep learning  apache spark  tensorflow  validation set  system image  keras  pytorch  linear classifier  machine learning datascience machinelearning;IBM;0
Beginner;scikitlearn  project  preprocessor  python programming  machine learning  artificial neural networks  linearity  autoencoder  variance  dimensionality reduction datascience machinelearning;Coursera Project Network;0
Intermediate;market economics  discern  investment  market anomaly  value investing  market correction  flow network  relative change and difference  cash flow  finance business finance;McMaster University;2
Intermediate;autoregressive model  time series  time series forecasting  series a round  time series models  autoregressive integrated moving average  time series analysis  forecasting  analysis  modeling datascience probabilityandstatistics;The State University of New York;2
Advanced;investment  foreign direct investment  banking  intellectual property  justice  limited liability  representative office  trading  education  authorised capital business businessessentials;Saint Petersburg State University;1
Beginner;machine learning  systems architect  performance  deep learning  cloud computing  google cloud platform  human learning  systems architecture  tensorflow  data dependency datascience machinelearning;Google Cloud;0
Advanced;ruby on rails  cipher  symmetrickey algorithm  stream cipher  cryptography  permutations  feistel cipher  meetinthemiddle attack  block cipher  algorithms computerscience computersecurityandnetworks;University of Colorado System;1
Beginner;communication  leadership and management  performance  sources  internet  social collaboration  communication planning  collaborative working environment  media sharing  project business businessessentials;Coursera Project Network;0
Beginner;project management  leadership and management  internal rate of return  net present value  present value  construction management  microsoft project  project  engineering management  finance physicalscienceandengineering mechanicalengineering;University of Leeds;0
Beginner;artificial neural networks  project  internet  python programming  keras  machine learning  file shortcut  network model  tensorflow  rectifier neural networks datascience machinelearning;Coursera Project Network;0
Beginner;workspace  leverage finance  analytics  enabling  datainformed decisionmaking  enable  planning  accounting  business analytics  eulers totient function business businessstrategy;Coursera Project Network;0
Advanced;design effect  cluster sampling  variance  sampling statistics  sample size determination  bias of an estimator  nonprobability sampling  estimation  studentized residual  random number table lifesciences psychology;University of Michigan;1
Intermediate;leadership  culture  education  informatics  training  teaching  coaching  mentorship  nursing informatics  nursing lifesciences healthinformatics;University of Minnesota;2
Advanced;project mine  chart  project  computer graphics  plotly  python programming  statistical visualization  general statistics  machine learning  data visualization datascience dataanalysis;Coursera Project Network;1
Intermediate;arcgis  land use  agriculture  tool development  qgis  geospatial analysis  geographic information system  analysis  cartography  local elevation physicalscienceandengineering environmentalscienceandsustainability;"""University of California, Davis""";2
Advanced;criticism  centrality  phenomenon  history  denial  antisemitism  russian  art history  holocaust  art artsandhumanities history;Yad Vashem;1
Advanced;strategy  value network  emerging technologies  innovation  peer review  peering  value proposition  design thinking  hopefully  project business entrepreneurship;EIT Digital;1
Intermediate;human learning  machine learning  reinforcement  qlearning  estimation  monte carlo method  reinforcement learning  relative change and difference  bellman equation  temporal difference learning datascience machinelearning;University of Alberta;2
Intermediate;ethics  biology  stem cell research  stem cells  therapy  stemming  cell biology  bioethics  stem cell  stem cell biology lifesciences basicscience;American Museum of Natural History;2
Beginner;stress management  nutrition  stress  public health  social support  anxiety disorder  behavior  mental disorder  obesity  anxiety lifesciences publichealth;Yale University;0
Advanced;sustainability  supplier selection  chaining  supply chain strategy  procurement  operations management  global  leadership and management  supply chain  supply chain management business businessstrategy;Macquarie University;1
Intermediate;biology  cell culture  bioinformatics  mass spectrometry  modeling  proteomics  systems biology  molecular biology  flow cytometry  omics lifesciences research;Icahn School of Medicine at Mount Sinai;2
Advanced;experiment  thought  ab testing  experience  user interface  direct manipulation interface  user interface design  visual design  interaction design  principle computerscience designandproduct;University of California San Diego;1
Advanced;flat rate  power control  cellular network  information cascade  random access  network congestion  six degrees of separation  shortest path problem  pagerank  wifi computerscience computersecurityandnetworks;Princeton University;1
Intermediate;personality  average  meaningmaking  brand  leadership and management  logos  leadership  brand management  motivation  logo business leadershipandmanagement;Macquarie University;2
Beginner;decision tree  scikitlearn  random forest  employment  accuracy and precision  statistical classification  randomness  project  forest  python programming datascience machinelearning;Coursera Project Network;0
Intermediate;public health  psychiatry  prevalence  mental health  psychotherapy  clinical study design  stress  casecontrol study  major depressive disorder  mental health counselor lifesciences publichealth;Johns Hopkins University;2
Beginner;indoor air quality  sources  pollution control  causality  disease  awareness  air pollution control  adobe air  health effect  pollution lifesciences publichealth;University of Copenhagen;0
Beginner;numbers spreadsheet  presentation  marketing  target audience  usability  shareholders  software  opinion  organizing management  video design business marketing;Coursera Project Network;0
Beginner;violence  law of effect  justice  suicide  criminal justice  mental illness  psychology  intimate part  law  crime socialsciences governanceandsociety;Emory University;0
Advanced;collaboration  creativity  dissent  evaluation  innovation  storytelling  ideas  entrepreneurship  influencing  social influence business entrepreneurship;University of Illinois at Urbana-Champaign;1
Intermediate;mobile development  computer graphics  2d computer graphics  perspective projection  android studio  opengl  android development  scaling  gimbal lock  threedimensional graph computerscience mobileandwebdevelopment;Imperial College London;2
Beginner;meditation  emotion  happiness  gratitude  positive psychology  kindness  mindfulness  psychology  emotions  psychologies lifesciences psychology;The University of North Carolina at Chapel Hill;0
Beginner;writing  geology  career  career counseling  systems thinking  multidisciplinary approach  grief counseling  continuous function  project  problem solving business leadershipandmanagement;Macquarie University;0
Intermediate;literary theory  philosophy  history  faith  dialogue  irony  thought  poetry writing  aporia  subjectivism artsandhumanities philosophy;University of Copenhagen;2
Intermediate;gnu octave  signature  harmony  scaling  piano  guitar  sound  music  signified and signifier  chord artsandhumanities musicandart;Michigan State University;2
Advanced;pytorch  machine learning  inference  python programming  statistical classification  modeling  deep learning  eulers totient function  tensorflow  representational state transfer datascience machinelearning;Coursera Project Network;1
Advanced;marketing  media market  social media  entrepreneurship  social media platforms  advertising campaigns  influencer marketing  social media marketing  digital advertising  advertising business marketing;University of Colorado Boulder;1
Intermediate;female  behavior  dominance hierarchy  hunting  infant  animal  strategy  male  cognitive skill  animal behavior lifesciences basicscience;Duke University;2
Beginner;microsoft visual studio  data type  sources  display devices  computer programming  language classification  c sharp programming language  array data structure  arrays  language computerscience softwaredevelopment;Coursera Project Network;0
Advanced;business case  personal advertisement  mapping  planning  project  map  enable  change management  writing  enabling business businessstrategy;Coursera Project Network;1
Beginner;patient  emergency medicine  emergency medical services  safety  vital signs  medicine  digital signature  emergency  anatomy  communication lifesciences patientcare;University of Colorado System;0
Beginner;international finance  risk management  risk  corporate governance  leadership  communication  orchard  enterprise risk management  management process  risk management framework business leadershipandmanagement;Macquarie University;0
Beginner;dialog box  file shortcut  adobe photoshop  project mine  html  matching  keyboard shortcut  machine learning  poster  project computerscience designandproduct;Coursera Project Network;0
Beginner;market conditions  market economics  drop shipping  investment  entrepreneurship  international law  global marketing  foreign policy  human learning  global business businessstrategy;University of New Mexico;0
Advanced;computer access control  elections  distributed computing architecture  voting  software testing  usability  wii menu  terminal server  security  banner blindness computerscience computersecurityandnetworks;University of Michigan;1
Beginner;confidence interval  relative change and difference  data analysis  hypothesis testing  analysis  statistical hypothesis testing  microsoft excel  general statistics  hypothesis  confidence datascience dataanalysis;Rice University;0
Advanced;constraint programming  mathematical optimization  kripke semantics  semantics  job shop scheduling  symmetrybreaking constraints  enabling  geometry  discrete optimization  data structure alignment computerscience softwaredevelopment;The University of Melbourne;1
Beginner;ordered pair  axosoft  interactivity  reusability  project  printer repair  gradient  vowpal wabbit  music  rstudio computerscience designandproduct;Coursera Project Network;0
Intermediate;nursing education  emergency medical services  patient care  communication  syndrome  emergency management  patient  differential diagnosis  nursing  healthcare management lifesciences patientcare;University of Colorado System;2
Intermediate;audio recording  audio engineering  music  listening  sound design  ableton  audio editing  art  sound  human voice artsandhumanities musicandart;Berklee College of Music;2
Advanced;data clustering algorithms  analytics  tableau software  microsoft excel  data visualization  microsoft excel vba  pivot table  analysis  data analysis  software datascience dataanalysis;University of Illinois at Urbana-Champaign;1
Beginner;natural language processing  information extraction  keras  front and back ends  recurrent neural network  long shortterm memory  machine translation  namedentity recognition  network model  machine learning datascience machinelearning;Coursera Project Network;0
Intermediate;qlearning  human learning  function approximation  reinforcement learning  approximation  algorithms  reinforcement  curve fitting  c process control  machine learning datascience machinelearning;University of Alberta;2
Advanced;syntax  github  probability density function  booking  yaml  rstudio  surround sound  documents  html  ordered pair datascience dataanalysis;Emory University;1
Intermediate;pricing  financial engineering  modeling  risk  financial risk  derivative finance  derivative  microsoft excel  financial modeling  finance business finance;Columbia University;2
Advanced;opencv  c dynamic memory allocation  internet  framing  python programming  display devices  pixel  software engineering  numpy  ipython computerscience softwaredevelopment;Coursera Project Network;1
Advanced;process  english grammar  human learning  grammar  confidence  career  english language  choice  social psychology  translation languagelearning learningenglish;"""University of California, Irvine""";1
Advanced;technology life cycle  leadership  product development  leadership and management  dominant design  innovation  entrepreneurship  open innovation  team leader  innovation management business marketing;University of Illinois at Urbana-Champaign;1
Beginner;android studio  java software platform  upload  project  dropdown list  computer programming  android development  download  interfaces  java programming computerscience mobileandwebdevelopment;Coursera Project Network;0
Advanced;exit system call  peering  internet  purchasing  sustainability  project  project mine  internet of things  peer review  workstations physicalscienceandengineering electricalengineering;University of California San Diego;1
Intermediate;average  mentorship  performance  leadership  coaching  employment  leadership and management  human resources  process  vision statement business leadershipandmanagement;"""University of California, Davis""";2
Beginner;ecology  ecosystems  thought  biology  biodiversity  conservation biology  systems thinking  ecosystem  wildlife conservation  population lifesciences basicscience;American Museum of Natural History;0
Advanced;entrepreneurship  venture capital  investment  finance  market economics  go to market  financial forecast  business modeling  market analysis  pricing strategies business entrepreneurship;University of Illinois at Urbana-Champaign;1
Advanced;analysis  apache spark  sql  big data analytics  analytics  big data  knime  apache  neo4j  apache hadoop datascience dataanalysis;University of California San Diego;1
Beginner;google cloud platform  cloud platforms  cloud storage  bigquery  google app engine  google storage  web application  web  cloud computing  application development computerscience softwaredevelopment;Google Cloud;0
Beginner;resume screening  personal advertisement  doxing  psychology  email writing  project  saving  rd management  documents  writing business businessessentials;Coursera Project Network;0
Beginner;perfect competition  marginal utility  consumer theory  supply and demand  microeconomics  economics  demand  nash equilibrium  net present value  leadership and management business businessstrategy;"""University of California, Irvine""";0
Advanced;material design  materials  chemical engineering  process  strategy  chromatography  biological activity  multiscale modeling  highthroughput screening  measurement physicalscienceandengineering chemistry;Georgia Institute of Technology;1
Intermediate;education  language acquisition  language  teaching  writing  english language  history  teaching method  mergers  acquisitions  human learning socialsciences education;Arizona State University;2
Intermediate;ordered pair  experience  mentorship  human resources  coaching  life coaching  employment  latex  training and development  leadership and management business leadershipandmanagement;"""University of California, Davis""";2
Advanced;ios development  troubleshooting  modeling  purchasing  failure  xcode  mobbing  swift programming  user experience  user interface computerscience mobileandwebdevelopment;LearnQuest;1
Intermediate;value proposition  corporate governance  investment banking  wiping  financial markets  market economics  finance  mergers  acquisitions  strategic management  competition law business finance;Moscow Institute of Physics and Technology;2
Advanced;capital structure  acceptance  operating budget  fundraising  benefits  tax deduction  taxes  gift  marketing plan  planning business businessstrategy;"""University of California, Davis""";1
Advanced;modeling  numerical analysis  materials  computational social science  cost benefit analysis  behavioral economics  simulation  utility  agentbased model  computer simulation datascience machinelearning;"""University of California, Davis""";1
Intermediate;education  parent  professional development  faith  experience  emotional wellbeing  mindfulness  teaching  parenting  emotional intelligence socialsciences education;University of Colorado Boulder;2
Advanced;entry point  law  international relations  arbitration  business law  entitlement  international law  sports law  constraint algorithm  law and management socialsciences law;Universiteit Leiden;1
Advanced;incentive  behavioral economics  loss aversion  modeling  enabling  relative change and difference  financial accounting  desire  payments  risk lifesciences healthcaremanagement;Universiteit Leiden;1
Beginner;networking standards  communication  componentbased software engineering  networking hardware  default gateway  flow network  network model  topology  internet  voice over ip informationtechnology security;Palo Alto Networks;0
Advanced;c file inputoutput  presentation  speech  storytelling  writing  audience  imessage  speech writing  reason  public speaking personaldevelopment personaldevelopment;National Research Tomsk State University;1
Advanced;version control  internet of things  specification technical standard  ecosystems  ecosystem  home directory  out of the box feature  android development  internet  c dynamic memory allocation physicalscienceandengineering electricalengineering;University of California San Diego;1
Advanced;open source  keras  gradient  hyperparameter  hand  experiment  architecture  mathematical optimization  machine learning  prior probability datascience machinelearning;Coursera Project Network;1
Beginner;lesson plan  strategy  photography  wait system call  lent  experience  ordered pair  optics algorithm  exhibitions  physics experiments physicalscienceandengineering physicsandastronomy;Exploratorium;0
Beginner;chemical engineering  chemistry  welding  properties  electrical engineering  molecular dynamics  metallurgy  glassing  materials  mechanical engineering physicalscienceandengineering mechanicalengineering;Georgia Institute of Technology;0
Beginner;computer programming  artificial neural networks  network model  c++  machine learning  automatic differentiation  hindley milner type system  gradient  python programming  tensorflow datascience machinelearning;Coursera Project Network;0
Intermediate;accounting  financial accounting  accounting analysis  account analysis  financial statement  analysis  finance  revenue  revenue recognition  international financial reporting standards business businessessentials;University of Illinois at Urbana-Champaign;2
Beginner;schedule  accounting  time management  project  leadership and management  html  booking  maximization psychology  business operations  operations management business leadershipandmanagement;Coursera Project Network;0
Beginner;properties  hold  project  concatenation  ternary conditional operator  holding value  extract  computer programming  text corpus  text editors computerscience mobileandwebdevelopment;Coursera Project Network;0
Intermediate;planning  leadership and management  transportation logistics  logistics planning  inventory  supply chain  supply chain network  chaining  inventory management  warehouse management business businessessentials;Rutgers the State University of New Jersey;2
Beginner;foreign policy  analysis  critical thinking  open banking  analytics  business intelligence  sustainable business  data analysis  business analysis  intelligence analysis business leadershipandmanagement;IE Business School;0
